Data Set,Tapajos National Forest - km 83 - March 2000  Tree Survey,,,,,,,,,,,,
Site,Flona Tapajos National Forest (TNF) Km 83 tower site - Santarem - Para - Brazil,,,,,,,,,,,,
File name ,CD04_TNF_KM83_Tree_Survey_2000.csv,,,,,,,,,,,,
File date ,2010-1-18,,,,,,,,,,,,
LBA Team ID,  CD-04,,,,,,,,,,,,
,,,,,,,,,,,,,
Tree survey in 18 ha plot east of the eddy covariance tower in March 2000,,,,,,,,,,,,,
,,,,,,,,,,,,,
Column,Heading,Units/format,Description,,,,,,,,,,
Urucurana,Lindackeria latifolia Benth.,Flacourtiaceae,L03,1666,15.8,9.133058168,45.69049706,,,,,,
Seringueira,Hevea brasiliensis Muell. Arg.,Euphorbiaceae,L03,1667,12.1,7.450869808,22.52664071,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,L04,1668,15.4,8.951199967,42.65382484,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,L04,1669,14.7,8.632948115,37.66651803,,,,,,
Andiroba,Carapa guianensis Audl.,Meliaceae,L04,1670,10.9,6.905295205,17.17103092,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,L04,1671,10.7,6.814366105,16.36954371,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,L04,1672,12.5,7.632728009,24.5294632,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,L04,1673,18.7,10.45153013,72.07980169,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L04,1674,10.9,6.905295205,17.17103092,,,,,,
Araracanga vermelha,Aspidosperma cf. eteanum Mgf,Apocynaceae,L04,1675,13.1,7.905515311,27.74843727,,,,,,
Melancieira,Alexa grandiflora Ducke,Papilionoideae,L04,1676,26.3,13.90683595,184.7699472,,,,,,
Andiroba,Carapa guianensis Audl.,Meliaceae,L04,1677,26.2,13.86137139,182.8147094,,,,,,
Arataciu,Sagotia racemosa,Euphorbiaceae,L04,1678,12,7.405405258,22.04338335,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,L04,1679,11.5,7.178082507,19.72934928,,,,,,
Passarinheira,Casearia ulmifolia Vahl ex Ventenat,Flacourtiaceae,L05,1680,34.9,17.81678727,409.8950142,,,,,,
Ucuuba da terra firme,Virola michelii Heckel,Myristicaceae,L05,1681,16,9.223987268,47.26104094,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,L05,1682,18.4,10.31513647,68.97441368,,,,,,
Angelim da mata,Hymenolobium excelsum Ducke,Fabaceae,L05,1683,17.6,9.951420072,61.1298393,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,L05,1684,33.9,17.36214176,377.4553058,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,L05,1685,18.7,10.45153013,72.07980169,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,L05,1686,15.6,9.042129067,44.15488831,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,L05,1687,10.5,6.723437004,15.59304945,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L05,1688,32.2,16.58924441,326.3097768,,,,,,
Cocao,Dialium sp.,Caesalpinaceae,L05,1689,14.8,8.678412665,38.35400741,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,L05,1690,20.4,11.22442748,91.44063757,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,L06,1691,19.8,10.95164018,84.25754451,,,,,,
Cocao,Dialium sp.,Caesalpinaceae,L06,1692,12.5,7.632728009,24.5294632,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,L06,1693,18.9,10.54245923,74.20071389,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,L06,1694,18.9,10.54245923,74.20071389,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,L06,1695,19.8,10.95164018,84.25754451,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,L06,1696,11.7,7.269011607,20.63470732,,,,,,
Louro amarelo,Licaria brasiliensis (Nees) Kosterm.,Lauraceae ,L06,1697,18.9,10.54245923,74.20071389,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,L06,1698,22.9,12.36104124,125.7426856,,,,,,
Araracanga,Aspidosperma aracanga Marc .Ferr,Apocynaceae,L06,1699,11.4,7.132617956,19.28665184,,,,,,
Caxua,Trichilia lequente,Meliaceae,L07,1700,30.4,15.77088251,277.4184697,,,,,,
Papo de mutum,Lacunaria cf.crenata ( Tul ) A .C. Sm,Quiinaceae,L07,1701,19.7,10.90617563,83.09803683,,,,,,
Capitiu,Sipararuna cristata ( Poepp et Endl ) A. DC.,Mimosaceae,L07,1702,18.9,10.54245923,74.20071389,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,L07,1703,12.7,7.72365711,25.57343261,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,L07,1704,18.3,10.26967192,67.95935085,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,L07,1705,28.2,14.7706624,224.6064343,,,,,,
Pau de colher,Lacmelea aculeata ( Ducke ) Monachino,Apocynaceae,L07,1706,12.5,7.632728009,24.5294632,,,,,,
Caferana,Coussarea racemosa A.C. Rich. ex DC.,Rubiaceae,L07,1707,17.4,9.860490972,59.26577967,,,,,,
Papa-terra,Miconia argyrophylla,Melastomataceae,L07,1708,20.4,11.22442748,91.44063757,,,,,,
Muirarema,Trichilia micrantha Benth.,Meliaceae,L07,1709,17.1,9.724097321,56.5409195,,,,,,
Inga pretinha,Inga poliphylla,Mimosaceae,L08,1710,12.8,7.76912166,26.10622744,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L08,1711,11.8,7.314476157,21.09746539,,,,,,
Caxua,Trichilia lequente,Meliaceae,L08,1712,28.5,14.90705605,231.3754141,,,,,,
Inga cipo,Inga edulis Mart.,Mimosaceae,L08,1713,12,7.405405258,22.04338335,,,,,,
Inga,Inga macrophylla Spruce,Mimosaceae,L08,1714,16.3,9.360380919,49.68321295,,,,,,
Farinha seca,Ampelocera edentula Kuhl,Ulmaceae,L08,1715,15.5,8.996664517,43.40006279,,,,,,
Uruazeiro,Cordia exaltata Lam.,Boraginaceae,L08,1716,15.5,8.996664517,43.40006279,,,,,,
Inga cipo,Inga edulis Mart.,Mimosaceae,L08,1717,12.1,7.450869808,22.52664071,,,,,,
Embaubarana,Pourouma guianensis Aubl.,Cecropiaceae,L08,1718,11.2,7.041688856,18.42097643,,,,,,
Embaubarana,Pourouma guianensis Aubl.,Cecropiaceae,L08,1719,14.3,8.451089914,34.99805031,,,,,,
Inga cipo,Inga edulis Mart.,Mimosaceae,L08,1720,14.4,8.496554464,35.65304124,,,,,,
Embaubarana,Pourouma guianensis Aubl.,Cecropiaceae,L08,1721,11.1,6.996224306,17.99790098,,,,,,
Inga vermelho,Inga alba ( SW ) Willd.,Mimosaceae,L08,1722,26.4,13.9523005,186.7390346,,,,,,
Inga vermelho,Inga alba ( SW ) Willd.,Mimosaceae,L08,1723,11.5,7.178082507,19.72934928,,,,,,
Inga vermelho,Inga alba ( SW ) Willd.,Mimosaceae,L08,1724,15.9,9.178522718,46.47137774,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,L09,1725,34.9,17.81678727,409.8950142,,,,,,
Freijo branco,Cordia bicolor DC.,Boraginaceae,L09,1726,10.1,6.541578803,14.11348017,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,L09,1727,28.4,14.8615915,229.1042311,,,,,,
Inga cipo,Inga edulis Mart.,Mimosaceae,L09,1728,12.7,7.72365711,25.57343261,,,,,,
Louro preto,Nectandra globosa ( Aubl ) Mez.,Lauraceae,L09,1729,12,7.405405258,22.04338335,,,,,,
Itauba abacate,Mezilaurus duckei van der Werff,Lauraceae,L09,1730,12.5,7.632728009,24.5294632,,,,,,
Inga pretinha,Inga poliphylla,Mimosaceae,L09,1731,12.3,7.541798909,23.51399586,,,,,,
Louro amarelo,Licaria brasiliensis (Nees) Kosterm.,Lauraceae ,L09,1732,11,6.950759755,17.58126873,,,,,,
Embaubarana,Pourouma guianensis Aubl.,Cecropiaceae,L09,1733,22.3,12.08825393,116.8438714,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,L09,1734,24.4,13.04300949,149.9331874,,,,,,
Abiu ,Pouteria sp.,Sapotaceae,L09,1735,33.1,16.99842536,352.7695805,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,L09,1736,13.5,8.087373512,30.04212902,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,L10,1737,10.1,6.541578803,14.11348017,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L10,1738,16.9,9.633168221,54.77126373,,,,,,
Breu ,Protium decandrum ( Aublet ) March.,Burseraceae,L10,1739,22.4,12.13371848,118.2969704,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,L10,1740,26.3,13.90683595,184.7699472,,,,,,
Uruazeiro,Cordia exaltata Lam.,Boraginaceae,L10,1741,22.1,11.99732483,113.9733277,,,,,,
Arataciu preto ,Anomalocalyx uleanus (Pax. & K. Hoffm.) Ducke,Euphorbiaceae,L10,1742,11.1,6.996224306,17.99790098,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,L10,1743,16.9,9.633168221,54.77126373,,,,,,
Castanha do Para,Bertholletia excelsa Hub & Bonpl,Lecythidaceae,L10,1744,19.7,10.90617563,83.09803683,,,,,,
Muiratinga folha peluda,Perebea mollis ( P & E ) Huber subsp. Mollis,Moraceae,L11,1745,32.7,16.81656716,340.84016,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,L11,1746,14.7,8.632948115,37.66651803,,,,,,
Breu aracuxini,Protium sp.,Burseraceae,L11,1747,14.9,8.723877215,39.04974325,,,,,,
Cacau da mata,Theobroma speciosum Willd ex Spreng,Sterculiaceae,L11,1748,12.4,7.587263459,24.01819114,,,,,,
Canela de jacamim,Rinoria racenosa( Mart.) Kuntze,Violaceae,L11,1749,20.7,11.36082113,95.17969259,,,,,,
Bucheira,Sagotia sp.,Euphorbiaceae,L11,1750,19.2,10.67885288,77.45903701,,,,,,
Melancieira,Alexa grandiflora Ducke,Papilionoideae,L11,1751,10.5,6.723437004,15.59304945,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,L11,1752,17.7,9.996884623,62.07626116,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L11,1753,11.5,7.178082507,19.72934928,,,,,,
Canela de jacamim,Rinoria racenosa( Mart.) Kuntze,Violaceae,L11,1754,14.5,8.542019014,36.31608368,,,,,,
Bucheira,Sagotia sp.,Euphorbiaceae,L11,1755,20.3,11.17896293,90.21630142,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,L11,1756,13.3,7.996444411,28.88025231,,,,,,
Breu sucuruba,Trattinickia rhoifolia Willd.,Burseraceae,L11,1757,23.2,12.49743489,130.3560447,,,,,,
Arataciu,Sagotia racemosa,Euphorbiaceae,L11,1758,15.2,8.860270866,41.18691678,,,,,,
Muirapiranga,Brosimum autifolium Hber.,Moraceae ,L11,1759,20.2,11.13349838,89.00289183,,,,,,
Seringueira,Hevea brasiliensis Muell. Arg.,Euphorbiaceae,L11,1760,27.6,14.4978751,211.4660897,,,,,,
Louro abacate,Ocotea sp.,Lauraceae,L11,1761,25.1,13.36126134,162.2072392,,,,,,
Inga pretinha,Inga poliphylla,Mimosaceae,L12,1762,16.4,9.405845469,50.50849354,,,,,,
Uruazeiro,Cordia exaltata Lam.,Boraginaceae,L12,1763,31.4,16.22552801,303.9282521,,,,,,
Uruazeiro,Cordia exaltata Lam.,Boraginaceae,L12,1764,10,6.496114253,13.75859922,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L12,1765,17.3,9.815026422,58.34804444,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,L12,1766,21.1,11.54267933,100.3210269,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L12,1767,10.7,6.814366105,16.36954371,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,L12,1768,24.2,12.95208039,146.5433629,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,L12,1769,12,7.405405258,22.04338335,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L12,1770,16.3,9.360380919,49.68321295,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,L12,1771,11.9,7.359940708,21.56700783,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,L12,1772,12.7,7.72365711,25.57343261,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,L12,1773,22.8,12.31557669,124.2293508,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,L12,1774,10,6.496114253,13.75859922,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,L12,1775,10.9,6.905295205,17.17103092,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,L12,1776,11.1,6.996224306,17.99790098,,,,,,
Ucuuba da terra firme,Virola michelii Heckel,Myristicaceae,L12,1777,20.3,11.17896293,90.21630142,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,L13,1778,19.6,10.86071108,81.94916335,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,L13,1779,15.9,9.178522718,46.47137774,,,,,,
Abiu balatinha ,Ragala guianensis,Sapotaceae,L13,1780,10.7,6.814366105,16.36954371,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,L13,1781,10.4,6.677972454,15.21405283,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L13,1782,11.6,7.223547057,20.17868486,,,,,,
Arataciurana,Pausandra Densiflora ,Euphorbiaceae,L13,1783,10.7,6.814366105,16.36954371,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L13,1784,14.7,8.632948115,37.66651803,,,,,,
Abiu casca grossa,Pouteria biloculares (Winkler)Baehni,Sapotaceae,L13,1785,10.2,6.587043353,14.47431693,,,,,,
Inga pretinha,Inga poliphylla,Mimosaceae,L14,1786,17.2,9.769561871,57.43977396,,,,,,
Quinarana,Geissospermum sericeum (Benth.)Hook.,Apocynaceae,L14,1787,11.9,7.359940708,21.56700783,,,,,,
Envira preta,Guatteria poeppigiana Mart.,Annonaceae,L14,1788,20.9,11.45175023,97.72792197,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,L14,1789,24,12.86115129,143.204845,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,L14,1790,16,9.223987268,47.26104094,,,,,,
Purui,Duroia longiflora Ducke,Rubiaceae,L14,1791,13.3,7.996444411,28.88025231,,,,,,
Jatauba,Trichilia sp.,Meliaceae,L14,1792,14.1,8.360160813,33.71202804,,,,,,
Purui,Duroia longiflora Ducke,Rubiaceae,L14,1793,15,8.769341766,39.75377426,,,,,,
Ucuubarana folha miuda ,Iryanthera paraensis Huber.,Myristicaceae,L14,1794,10.7,6.814366105,16.36954371,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L14,1795,14.3,8.451089914,34.99805031,,,,,,
Pente de macaco,Apeiba echinata Gaertner ,Tiliaceae,L14,1796,10.4,6.677972454,15.21405283,,,,,,
Louro preto,Nectandra globosa ( Aubl ) Mez.,Lauraceae,L14,1797,11.5,7.178082507,19.72934928,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,L14,1798,14.1,8.360160813,33.71202804,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,L14,1799,15.3,8.905735417,41.91612575,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L14,1800,32.1,16.54377986,323.4540654,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,L15,1801,34.9,17.81678727,409.8950142,,,,,,
Guariuba,Clarisia racemosa R. et Pav,Moraceae,L15,1802,11.8,7.314476157,21.09746539,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,L15,1803,13.2,7.950979861,28.31061145,,,,,,
Caneleira,Casearia javitensis H. B. K.,Flacourtiaceae,L15,1804,12.4,7.587263459,24.01819114,,,,,,
Louro abacate,Ocotea sp.,Lauraceae,L15,1805,20.6,11.31535658,93.92228443,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L15,1806,11.9,7.359940708,21.56700783,,,,,,
abiu vermelho,Pouteria platyphylla ( A . C Sm ) Baehni,Sapotaceae,L15,1807,12.4,7.587263459,24.01819114,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,L15,1808,15.8,9.133058168,45.69049706,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L15,1809,21.1,11.54267933,100.3210269,,,,,,
Uruazeiro,Cordia exaltata Lam.,Boraginaceae,L15,1810,21.9,11.90639573,111.1499982,,,,,,
Aroeira,Astronium gracile Engl.,Anacardiaceae,L15,1811,28.4,14.8615915,229.1042311,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,L15,1812,10.7,6.814366105,16.36954371,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L15,1813,11.9,7.359940708,21.56700783,,,,,,
Arataciu,Sagotia racemosa,Euphorbiaceae,L15,1814,24.4,13.04300949,149.9331874,,,,,,
Uruazeiro,Cordia exaltata Lam.,Boraginaceae,L15,1815,16.2,9.314916369,48.86690981,,,,,,
Abiu cutite,Pouteria macrophylla ( Lamarck ) Eyma,Sapotaceae,L16,1816,11.1,6.996224306,17.99790098,,,,,,
Arataciurana,Pausandra Densiflora ,Euphorbiaceae,L16,1817,23.1,12.45197034,128.8059838,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,L16,1818,11.8,7.314476157,21.09746539,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,L16,1819,20.1,11.08803383,87.80036006,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,L17,1820,15.9,9.178522718,46.47137774,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,L17,1821,26.8,14.1341587,194.7548555,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,L17,1822,12.5,7.632728009,24.5294632,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,L17,1823,13.1,7.905515311,27.74843727,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,L18,1824,15.9,9.178522718,46.47137774,,,,,,
Aroeira,Astronium gracile Engl.,Anacardiaceae,L18,1825,20.4,11.22442748,91.44063757,,,,,,
Cuiarana,Terminalia amazonica ( J. Gmelin ) Exell,Combretaceae,L18,1826,16.5,9.45131002,51.3428003,,,,,,
Tachi preto folha miuda,Tachigalia myrmecophila Ducke,Caesalpinaceae,L18,1827,17.1,9.724097321,56.5409195,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,L18,1828,29,15.1343788,242.9561229,,,,,,
Tachi preto folha miuda,Tachigalia myrmecophila Ducke,Caesalpinaceae,L18,1829,14.7,8.632948115,37.66651803,,,,,,
Andiroba,Carapa guianensis Audl.,Meliaceae,L18,1830,29.3,15.27077245,250.0861369,,,,,,
Abiu rosadinha,Michopholis venulosa (Mart. & Eichler ) Pierre,Sapotaceae,L18,1831,10.4,6.677972454,15.21405283,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,L18,1832,29.5,15.36170155,254.9159534,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,L18,1833,29.9,15.54355975,264.760877,,,,,,
Urucurana,Lindackeria latifolia Benth.,Flacourtiaceae,L18,1834,23.3,12.54289944,131.918445,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,L18,1835,22.8,12.31557669,124.2293508,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,L18,1836,16.5,9.45131002,51.3428003,,,,,,
Ucuuba da terra firme,Virola michelii Heckel,Myristicaceae,L18,1837,32.3,16.63470896,329.1822116,,,,,,
Matamata vermelho,Eschweilera bracteosa ( Poepp ex Berg ) Mori,Lecythidaceae,L18,1838,17.5,9.905955522,60.19302838,,,,,,
Louro branco,Ocotea sp.,Lauraceae ,L18,1839,13.3,7.996444411,28.88025231,,,,,,
Anani,Symphonia globulifera Lf.,Guttiferae,L19,1840,26.2,13.86137139,182.8147094,,,,,,
Andiroba,Carapa guianensis Audl.,Meliaceae,L19,1841,26,13.77044229,178.9455879,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,L19,1842,27.4,14.406946,207.2023578,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,L19,1843,10.2,6.587043353,14.47431693,,,,,,
Breu aracuxini,Protium sp.,Burseraceae,L19,1844,19.5,10.81524653,80.81087535,,,,,,
Arataciu,Sagotia racemosa,Euphorbiaceae,L19,1845,16.2,9.314916369,48.86690981,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,L19,1846,22.6,12.22464759,121.2390663,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,L19,1847,14.6,8.587483565,36.98722636,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,L19,1848,29.7,15.45263065,259.8074035,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,L19,1849,11,6.950759755,17.58126873,,,,,,
Purui,Duroia longiflora Ducke,Rubiaceae,L19,1850,33.2,17.04388991,355.7947185,,,,,,
Bucheira,Sagotia sp.,Euphorbiaceae,L20,1851,20,11.04256928,86.6086574,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,L20,1852,26.9,14.17962325,196.793922,,,,,,
Bucheira,Sagotia sp.,Euphorbiaceae,L20,1853,10.1,6.541578803,14.11348017,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,L20,1854,25.7,13.63404864,173.2445603,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,L20,1855,22.1,11.99732483,113.9733277,,,,,,
Bucheira,Sagotia sp.,Euphorbiaceae,L20,1856,22.6,12.22464759,121.2390663,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,L21,1857,25.9,13.72497774,177.0316068,,,,,,
Envira amarela ,Guatteria citriodora Ducke,Annonaceae,L21,1858,20.5,11.26989203,92.675949,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,L21,1859,13.1,7.905515311,27.74843727,,,,,,
Bucheira,Sagotia sp.,Euphorbiaceae,L21,1860,10.8,6.859830655,16.76713883,,,,,,
Macarandubinha,Manilkara cavalcantei Pires & W. A . Rodrigues ,Sapotaceae,L21,1861,14.6,8.587483565,36.98722636,,,,,,
Breu aracuxini,Protium sp.,Burseraceae,L21,1862,13.9,8.269231713,32.45762699,,,,,,
Louro preto,Nectandra globosa ( Aubl ) Mez.,Lauraceae,L21,1863,28.7,14.99798515,235.9625927,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,L22,1864,16.7,9.54223912,53.03868727,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,L22,1865,11.2,7.041688856,18.42097643,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,L22,1866,22.1,11.99732483,113.9733277,,,,,,
Amapa amargosa,Brosimum rubescens Taub.,Moraceae,L22,1867,10.7,6.814366105,16.36954371,,,,,,
Pama,Brosimum sp.,Moraceae,L22,1868,14,8.314696263,33.08089923,,,,,,
Quinarana,Geissospermum sericeum (Benth.)Hook.,Apocynaceae,L22,1869,13.5,8.087373512,30.04212902,,,,,,
Andirobarana ,Guarea subsessiliflora C. DC.,Meliaceae,L22,1870,31.3,16.18006346,301.2045752,,,,,,
Muiratinga,Maquira guianensis ( Aubl ) Hub.,Moraceae,L22,1871,12.8,7.76912166,26.10622744,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,L22,1872,10.1,6.541578803,14.11348017,,,,,,
Murupita,Sapium sp.,Euphorbiaceae,L22,1873,12.1,7.450869808,22.52664071,,,,,,
Envira surucucu,Duguetia echinophora R.E. Fries ,Annonaceae,L22,1874,10.4,6.677972454,15.21405283,,,,,,
Ucuubarana,Iryanthera sagotiana (Benth.)Warb.,Myristicaceae,L23,1875,27.7,14.54333965,213.6196557,,,,,,
Papa-terra,Miconia argyrophylla,Melastomataceae,L23,1876,24.7,13.17940314,155.1149765,,,,,,
Caferana,Coussarea racemosa A.C. Rich. ex DC.,Rubiaceae,L23,1877,19.3,10.72431743,78.56586091,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,L23,1878,13.5,8.087373512,30.04212902,,,,,,
Tachi preto folha miuda,Tachigalia myrmecophila Ducke,Caesalpinaceae,L23,1879,11.1,6.996224306,17.99790098,,,,,,
Caneleira,Casearia javitensis H. B. K.,Flacourtiaceae,L23,1880,12.3,7.541798909,23.51399586,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,G24,2001,12.8,7.76912166,26.10622744,,,,,,
Caxua,Triqu_lia lequente,Meliaceae,G24,2002,21.1,11.54267933,100.3210269,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G24,2003,10.7,6.814366105,16.36954371,,,,,,
Louro amarelo,Licaria brasiliensis,Lauraceae,G24,2004,17.7,9.996884623,62.07626116,,,,,,
Ucuubarana,Iryanthera sagotiana (Benth.)Warb.,Myristicaceae,G24,2005,25.4,13.49765499,167.6655492,,,,,,
Janita,Brosimum guianense (Aublet ) Huber,Moraceae,G24,2006,17.1,9.724097321,56.5409195,,,,,,
Andirobarana ,Guarea guianensis,Meliaceae,G24,2007,17.4,9.860490972,59.26577967,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,G24,2008,11,6.950759755,17.58126873,,,,,,
Ucuuba terra firme,Virola sebifera,Myristicaceae,G24,2009,19.1,10.63338833,76.36260369,,,,,,
Goiabinha,Myrciaria cf. floribunda ( West ex Willd ) Berg,Myrtaceae,G24,2010,12.5,7.632728009,24.5294632,,,,,,
Castanha do Para,Bertholletia excelsa Hub & Bonpl,Lecythidaceae,G24,2011,14.8,8.678412665,38.35400741,,,,,,
Goiabinha,Myrciaria cf. floribunda ( West ex Willd ) Berg,Myrtaceae,G25,2012,10.3,6.632507904,14.84115824,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,G25,2013,15.8,9.133058168,45.69049706,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G25,2014,13.1,7.905515311,27.74843727,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,G25,2015,10.6,6.768901554,15.97819683,,,,,,
